"Status","Progress","Duration (in seconds)","Finished","DistributionChannel","UserLanguage","Consent","DGS_1","DGS_2","DGS_3","DGS_4","DGS_5","DGS_6","DGS_7","DGS_8","DGS_9","DGS_10","DGS_11","DGS_12","DGS_13","DGS_14","DGS_15","DGS_16","DGS_17","DGS_18","DGS_19","DGS_20","DGS_21","DGS_22","DGS_23","DGS_24","DGS_25","DGS_26","DGS_27","DGS_28","DGS_29","DGS_30","DGS_31","DGS_32","DGS_33","DGS_34","DGS_35","DGS_36","DGS_37","DGS_38","DGS_39","DGS_40","DGS_41","DGS_42","DGS_43","DGS_44","DGS_45","DGS_46","DGS_47","DGS_48","DGS_49","DGS_50","DGS_51","DGS_52","DGS_53","DGS_54","DGS_55","DGS_56","DGS_57","DGS_58","DGS_59","DGS_60","DGS_61","DGS_62","DGS_63","DGS_64","DGS_65","DGS_66","DGS_67","DGS_68","DGS_69","DGS_70","DGS_71","DGS_72","DGS_73","DGS_74","DGS_75","HEXACO_C_1","HEXACO_C_2","HEXACO_C_3","HEXACO_C_4","HEXACO_C_5","HEXACO_C_6","HEXACO_C_7","HEXACO_C_8","HEXACO_C_9","HEXACO_C_10","Age","Gender","Race","Degree","Income","Religion"
"0","100","463","1","anonymous","EN","1","5","6","2","5","3","1","2","5","7","3","5","6","6","7","3","5","5","3","5","1","3","6","6","1","2","3","1","1","1","3","4","1","6","6","1","5","3","7","1","7","3","2","6","3","7","5","2","2","3","6","7","1","2","1","3","3","5","7","2","6","5","6","6","2","3","5","2","1","2","7","7","6","3","5","2","4","1","5","1","1","5","1","1","5","1","20","2","1","3","10","9"
"0","100","362","1","anonymous","EN","1","6","5","4","5","4","3","3","3","2","3","7","7","5","5","5","5","6","4","5","2","4","4","3","4","4","3","4","4","5","6","4","5","5","5","2","5","4","7","2","4","3","4","5","5","6","5","3","2","4","5","3","6","2","3","4","6","5","5","5","6","4","5","5","4","3","3","6","1","3","6","5","4","5","6","6","2","2","4","2","4","2","2","2","1","4","20","1","3","3","11","9"
"0","100","703","1","anonymous","EN","1","2","1","5","6","2","1","1","2","1","2","5","5","5","5","6","5","5","5","3","4","1","5","4","4","5","2","5","2","7","6","4","5","6","5","2","4","6","7","2","6","5","6","6","1","6","6","1","2","5","2","1","5","2","1","4","6","6","6","2","6","5","6","6","2","4","4","2","1","1","7","6","2","6","6","3","5","4","3","2","3","4","2","2","1","5","38","1","6","3","8","2"
"0","100","600","1","anonymous","EN","1","6","4","7","5","6","6","6","6","5","6","6","5","6","6","5","5","6","6","6","6","6","6","6","4","5","5","6","6","5","6","4","6","6","5","4","6","5","7","5","6","4","7","6","6","5","5","5","5","6","6","5","6","2","7","5","5","5","6","5","6","6","7","4","6","6","5","6","6","5","7","6","6","7","6","5","4","4","5","4","4","3","4","4","3","2","32","1","1","5","12","1"
"0","100","461","1","anonymous","EN","1","5","6","2","2","6","1","2","2","3","3","6","6","4","4","5","6","5","3","5","2","3","4","5","3","4","3","4","2","3","4","4","4","4","6","2","4","4","6","3","5","3","3","6","2","2","5","4","2","2","3","3","3","2","2","4","2","6","6","2","3","5","3","5","3","3","5","5","2","2","5","6","2","6","6","3","5","2","2","2","2","4","1","1","2","1","46","2","6","5","3","9"
"0","100","441","1","anonymous","EN","1","4","7","7","4","6","1","3","3","4","3","7","7","6","5","5","6","5","5","5","1","3","5","4","1","4","2","3","1","1","2","4","2","4","7","1","5","4","7","1","5","4","2","7","1","7","2","1","1","1","5","3","2","2","3","4","4","6","6","1","3","3","7","6","3","4","4","2","1","2","7","7","3","6","7","2","4","2","4","1","1","4","2","1","1","2","20","1","1","3","5","10"
"0","100","515","1","anonymous","EN","1","2","4","6","2","4","1","2","4","3","3","5","4","5","6","4","4","4","2","4","1","5","4","1","3","3","2","4","1","2","4","4","3","5","6","1","2","3","7","1","4","2","6","5","2","2","3","2","2","1","2","5","2","2","2","4","3","4","6","1","2","4","2","4","1","6","6","2","1","3","4","6","3","6","6","3","5","1","2","2","2","2","1","1","2","1","39","2","6","5","6","9"
"0","100","1101","1","anonymous","EN","1","4","2","2","4","1","4","7","1","2","1","4","7","1","1","7","6","6","7","4","4","4","5","1","7","7","1","6","4","7","6","4","7","4","7","7","7","7","5","4","4","4","5","4","1","1","7","1","2","2","3","1","7","2","1","7","7","7","7","4","6","7","4","6","4","3","2","7","7","1","1","4","4","1","7","4","1","2","3","1","3","3","3","2","1","3","22","1","3","2","8","2"
"0","100","367","1","anonymous","EN","1","3","4","6","5","2","4","3","2","2","6","5","5","3","6","5","3","3","4","4","2","3","3","3","2","5","1","5","1","3","5","4","6","5","6","2","4","3","6","4","5","2","4","3","2","2","5","3","2","4","2","3","5","2","1","5","3","5","6","1","4","5","4","5","4","2","3","5","2","2","5","6","3","6","5","2","4","2","4","1","3","4","2","2","1","2","31","1","6","4","6","9"
"0","100","644","1","anonymous","EN","1","5","3","4","5","2","4","6","5","3","4","2","5","3","2","4","5","5","5","5","5","5","3","4","5","5","3","5","4","4","4","4","6","5","5","5","6","5","5","4","4","3","4","5","2","4","5","5","5","5","5","2","4","2","2","5","5","5","5","5","4","5","5","5","5","4","3","5","3","5","5","5","4","2","4","4","2","2","4","2","2","4","3","2","4","2","36","2","6","4","8","10"
"0","100","901","1","anonymous","EN","1","5","4","3","6","2","4","4","2","3","3","4","6","3","3","5","6","6","6","5","5","5","6","4","4","4","2","5","2","6","5","4","5","4","3","4","5","5","5","5","4","4","3","5","2","2","6","3","4","4","5","2","6","2","2","5","3","5","7","3","7","6","5","7","5","2","3","4","5","2","2","5","2","3","6","4","5","1","5","1","1","5","1","1","5","1","25","1","2","2","6","10"
"0","100","432","1","anonymous","EN","1","2","4","2","5","2","3","5","3","3","3","5","6","3","6","6","4","5","4","5","2","2","5","3","5","5","2","3","2","1","5","4","7","6","5","2","5","5","7","3","4","4","6","5","3","5","4","5","2","3","4","4","2","2","1","6","5","6","7","4","5","6","4","5","2","3","2","4","2","3","5","6","4","5","6","4","5","1","4","1","2","5","2","1","4","2","30","1","6","5","12","9"
"0","100","666","1","anonymous","EN","1","4","4","2","6","3","1","4","5","1","3","3","6","3","6","5","6","6","4","6","6","5","5","3","2","4","3","5","2","6","5","4","6","5","6","4","6","5","6","3","4","4","5","6","4","5","6","6","3","5","2","3","6","2","1","3","5","6","6","4","5","5","3","6","3","4","4","6","2","3","5","6","4","4","5","5","4","4","4","2","3","3","2","2","4","2","30","2","5","5","11","11"
"0","100","479","1","anonymous","EN","1","4","5","3","5","4","3","4","2","2","3","3","5","3","4","5","4","6","4","5","4","3","5","5","5","4","4","5","5","4","5","4","5","6","6","6","5","5","4","2","6","3","3","5","2","3","5","4","3","3","4","3","3","2","2","4","4","6","7","3","5","5","4","6","3","4","4","3","5","4","4","4","2","5","5","3","5","1","3","2","2","5","2","1","3","2","34","1","6","7","11","9"
"0","100","250","1","anonymous","EN","1","4","3","3","5","3","3","5","2","2","2","3","5","3","5","5","4","5","5","5","4","4","4","4","5","4","3","5","4","6","4","4","6","6","7","6","6","4","6","3","4","4","4","4","4","2","4","4","4","6","5","2","4","2","1","6","4","4","7","4","4","4","4","6","5","4","4","4","5","2","4","4","4","4","4","4","5","2","4","2","2","4","3","2","4","2","35","1","6","3","8","12"
"0","100","656","1","anonymous","EN","1","1","2","1","6","2","2","6","1","2","1","2","6","2","2","7","6","6","6","6","2","2","5","2","3","6","2","5","2","5","6","4","6","6","6","2","6","5","3","3","5","1","6","6","2","6","6","2","3","4","2","2","1","2","2","3","6","7","7","3","6","7","2","6","6","2","5","3","4","1","6","5","2","6","5","6","2","1","5","1","1","5","2","2","4","1","55","1","6","6","3","2"
"0","100","1755","1","anonymous","EN","1","7","7","7","7","7","1","1","7","1","7","7","1","4","7","1","1","7","1","1","1","7","7","7","1","4","7","7","1","1","1","4","7","1","1","1","7","1","7","1","1","1","1","7","7","7","1","1","1","1","7","7","1","2","1","1","1","1","1","1","7","1","7","1","1","7","7","1","1","7","7","7","7","1","1","1","3","5","5","1","5","5","3","4","4","1","23","2","1","3","1","1"
"0","100","802","1","anonymous","EN","1","4","2","1","5","2","2","6","2","3","1","5","6","3","5","6","4","7","6","6","3","2","3","4","5","5","2","5","3","4","6","4","7","7","7","3","7","6","6","4","6","2","5","4","1","1","6","4","7","6","4","3","4","2","3","6","7","7","7","6","6","7","4","7","3","3","2","7","4","1","6","7","6","3","6","4","3","2","5","2","2","5","4","3","1","2","44","2","1","4","11","2"
"0","100","488","1","anonymous","EN","1","5","3","2","5","2","3","5","3","3","2","5","6","6","5","6","3","5","3","5","2","3","5","2","3","5","2","5","3","6","5","4","6","6","5","3","5","5","5","3","5","1","6","6","3","2","5","2","3","6","3","3","5","2","2","6","5","6","6","5","5","5","3","6","5","5","3","3","3","2","5","3","2","5","6","5","4","2","4","1","2","5","2","1","4","2","55","2","6","5","3","1"
"0","100","636","1","anonymous","EN","1","3","5","2","4","2","3","4","3","4","2","3","4","2","5","5","3","5","5","4","4","2","5","2","5","4","2","4","3","3","5","4","5","3","6","2","5","5","6","3","6","2","5","4","3","4","5","3","3","5","5","5","4","2","1","5","5","5","6","5","5","6","4","6","4","3","4","4","2","2","4","5","3","4","6","5","3","2","2","4","4","4","2","2","1","2","20","2","6","2","11","2"
"0","100","410","1","anonymous","EN","1","2","6","1","4","4","1","4","2","3","1","7","6","5","4","5","5","6","4","4","1","2","4","6","2","3","3","1","1","2","4","4","7","6","5","2","5","3","7","1","7","4","3","7","1","6","5","1","1","3","3","3","3","2","2","3","3","7","7","2","6","5","2","5","3","3","5","1","1","2","7","7","1","7","6","5","2","4","2","4","4","2","3","4","1","4","27","1","6","2","4","1"
"0","100","619","1","anonymous","EN","1","2","7","3","6","2","2","3","3","3","2","7","5","7","3","6","6","7","6","5","2","3","6","3","2","3","2","5","1","2","5","4","6","6","7","1","5","6","6","1","6","2","3","6","2","2","3","2","1","3","1","5","1","2","1","3","3","6","7","2","4","6","4","7","4","3","5","2","1","2","6","6","4","7","6","5","5","1","3","1","2","5","1","1","2","1","39","1","6","2","5","10"
"0","100","512","1","anonymous","EN","1","3","6","4","4","5","2","4","2","2","2","6","6","2","4","5","5","6","4","4","3","3","4","6","6","5","4","4","6","5","6","4","5","6","6","5","6","6","6","1","6","2","3","4","1","2","6","3","3","4","4","3","4","2","1","4","4","6","6","2","5","6","3","6","4","6","4","4","6","2","4","5","3","6","7","4","3","4","3","1","1","4","2","2","3","2","53","1","6","5","4","9"
"0","100","1316","1","anonymous","EN","1","5","1","1","5","4","6","6","2","2","1","1","5","3","3","6","6","6","6","5","2","1","5","2","4","4","2","5","4","6","6","4","7","6","5","4","6","5","5","6","6","1","6","2","1","4","7","1","6","5","4","1","6","2","1","6","5","6","6","6","6","6","4","5","5","2","1","4","3","1","5","3","6","5","4","6","4","1","5","2","1","5","2","1","4","3","66","2","6","2","2","9"
"0","100","473","1","anonymous","EN","1","3","3","5","5","3","5","5","5","3","5","2","5","2","3","4","3","5","5","4","4","3","5","4","4","3","3","5","5","5","5","4","5","5","5","3","6","5","5","2","4","4","3","3","4","4","5","4","3","3","4","5","4","2","3","5","5","5","5","5","6","5","5","5","5","5","3","4","5","2","4","3","5","4","4","5","4","2","4","2","2","4","2","2","2","2","33","1","6","6","11","2"
"0","100","690","1","anonymous","EN","1","3","3","2","3","2","3","5","2","1","1","2","6","1","6","6","4","6","5","6","4","2","2","3","5","5","1","4","5","6","5","4","4","6","6","5","5","6","2","5","5","2","6","2","2","2","6","2","4","5","2","3","5","2","2","4","5","7","7","3","6","6","4","6","5","2","4","6","6","2","5","2","2","3","5","5","4","4","5","2","2","5","3","2","2","2","44","2","6","3","7","2"
"0","100","366","1","anonymous","EN","1","6","5","5","3","3","3","4","2","2","1","6","6","5","5","6","5","6","2","5","2","6","4","3","5","3","3","6","3","6","6","4","6","5","6","1","5","3","5","2","4","2","5","7","2","1","6","2","1","2","5","2","6","2","1","2","3","6","6","1","5","6","3","6","3","6","4","6","3","2","3","6","2","7","7","5","5","2","4","1","2","5","2","2","3","2","41","2","6","5","5","10"
"0","100","396","1","anonymous","EN","1","2","2","1","7","2","2","6","1","1","1","2","7","4","4","7","6","7","6","7","6","1","7","2","1","1","1","5","1","1","7","4","7","7","7","2","7","6","7","1","1","1","6","1","1","2","6","1","1","7","7","1","1","2","1","7","7","7","7","6","7","7","7","6","7","1","1","6","1","1","7","6","1","7","7","7","4","1","5","1","1","5","1","1","2","2","29","1","3","3","11","2"
"0","100","519","1","anonymous","EN","1","5","2","2","5","3","3","5","3","2","2","2","5","7","7","6","3","6","5","5","4","6","6","1","4","4","2","6","2","5","6","4","7","6","6","4","5","5","6","3","5","3","6","6","3","2","6","2","2","3","4","6","5","2","1","4","5","6","7","3","6","6","3","3","3","7","5","7","2","2","3","6","3","7","6","4","5","1","4","3","1","4","2","1","3","1","46","2","6","4","11","9"
"0","100","283","1","anonymous","EN","1","4","3","5","3","1","4","6","6","3","4","4","5","5","6","3","4","5","3","3","5","4","5","4","6","4","3","5","4","4","4","4","5","5","5","4","4","6","3","4","4","6","4","5","6","4","6","4","3","5","7","2","4","2","3","7","6","4","3","6","4","3","4","5","5","6","4","4","3","3","4","4","3","5","3","5","4","3","4","3","4","4","2","4","3","3","71","2","6","2","5","2"
"0","100","634","1","anonymous","EN","1","6","2","5","6","1","5","6","1","1","1","1","7","2","2","6","2","7","6","5","6","1","6","1","6","6","2","5","2","6","7","4","7","6","7","2","7","6","2","7","7","1","7","7","1","1","7","5","3","6","2","1","7","2","4","7","6","7","7","5","6","7","2","7","7","1","2","7","6","1","1","2","1","2","7","6","4","5","4","1","1","1","1","2","1","1","55","2","3","5","6","4"
"0","100","390","1","anonymous","EN","1","4","7","4","4","3","1","2","3","4","4","4","4","4","4","5","4","5","4","4","2","4","5","4","4","4","3","4","4","2","4","4","4","4","4","3","4","4","6","4","6","4","3","3","4","6","2","4","4","3","4","4","2","2","2","4","4","5","7","4","4","4","4","5","1","6","4","4","4","4","6","7","4","6","4","5","4","2","4","3","2","3","2","3","2","3","36","1","6","5","12","10"
"0","100","431","1","anonymous","EN","1","5","3","2","4","2","2","4","4","2","1","2","6","2","6","6","2","5","5","6","2","5","2","1","4","6","2","6","2","5","5","4","6","6","5","3","5","4","6","1","4","1","7","6","2","1","6","1","4","6","2","3","5","2","1","6","6","7","6","4","6","6","4","6","4","5","3","7","2","1","4","6","4","5","7","3","4","1","4","1","2","5","2","1","1","4","36","2","6","5","8","9"
"0","100","693","1","anonymous","EN","1","5","3","1","5","1","1","6","2","2","1","1","7","5","4","6","4","7","3","6","4","5","6","1","5","5","1","6","5","4","4","4","7","6","7","6","6","4","7","2","5","1","7","4","2","4","7","3","6","4","5","2","6","2","2","7","4","7","7","5","5","7","5","7","5","5","4","4","7","2","6","6","1","7","7","6","1","4","3","2","3","5","4","2","1","3","27","2","3","5","3","6"
"0","100","545","1","anonymous","EN","1","5","3","1","6","1","5","7","1","2","1","4","7","2","2","6","6","7","5","6","6","1","4","1","4","3","1","7","3","7","5","4","7","6","7","5","7","6","5","3","5","1","7","1","1","1","7","1","4","6","4","2","7","2","1","7","6","7","7","4","7","7","2","7","5","1","4","3","1","1","1","5","1","3","7","6","3","4","4","2","1","5","3","1","5","2","35","2","2","5","7","9"
"0","100","453","1","anonymous","EN","1","3","5","1","6","2","3","4","3","2","2","6","6","5","6","6","5","6","5","6","4","2","6","4","4","5","2","6","3","6","5","4","6","6","6","5","6","5","6","3","5","3","5","6","2","3","6","2","3","6","3","2","6","2","1","4","5","6","6","4","6","6","5","6","4","4","5","7","3","2","3","6","2","5","7","5","5","1","4","1","1","5","1","1","4","2","30","4","1","2","7","11"
"0","100","426","1","anonymous","EN","1","2","4","7","6","5","1","4","4","3","5","6","5","6","6","4","6","5","4","5","4","5","6","5","5","4","3","5","2","3","4","4","4","4","6","3","5","6","7","1","3","6","5","5","3","6","5","5","3","4","5","3","5","2","1","2","4","3","6","2","5","4","7","6","3","7","4","2","3","2","6","7","5","6","6","5","5","2","5","2","2","5","2","3","5","2","22","1","1","5","12","12"
"0","100","584","1","anonymous","EN","1","5","5","2","6","2","2","4","2","2","2","6","5","5","6","7","4","6","5","6","2","4","7","3","2","6","1","5","5","4","6","4","6","7","7","3","6","6","7","2","4","2","6","5","1","1","5","1","2","4","4","2","3","2","2","6","6","7","7","4","7","7","4","6","3","5","3","6","2","1","3","6","1","2","7","5","5","1","4","1","1","5","2","1","2","2","27","2","6","6","10","12"
"0","100","1790","1","anonymous","EN","1","5","6","2","5","1","5","5","4","6","3","5","5","5","4","6","5","6","5","5","5","4","6","1","4","5","4","6","3","4","5","4","6","5","6","4","5","5","4","2","4","4","3","2","4","3","6","5","3","6","3","4","5","2","1","5","5","5","3","6","6","5","6","6","4","5","6","6","4","4","4","5","4","5","6","6","4","2","5","2","1","5","2","1","2","2","23","1","2","3","10","1"
"0","100","664","1","anonymous","EN","1","2","5","2","4","3","2","4","2","2","2","5","5","2","3","5","5","5","4","3","4","5","4","4","3","4","2","4","4","2","3","4","5","4","5","3","3","4","6","1","4","2","3","5","3","4","5","2","5","2","2","3","3","2","1","5","4","5","5","2","4","4","5","4","2","5","5","3","3","2","3","6","2","5","6","5","4","2","2","2","2","4","2","2","2","2","77","","6","5","11","1"
"0","100","1823","1","anonymous","EN","1","3","3","3","6","2","3","3","2","2","2","3","6","3","3","6","6","5","6","4","2","3","5","3","6","5","3","5","4","5","6","4","6","6","6","3","5","5","6","3","6","3","5","6","2","4","5","2","3","4","2","1","5","2","2","6","5","6","7","5","5","5","4","5","4","4","3","4","6","2","3","6","2","5","6","5","4","2","4","1","1","5","2","2","3","3","37","1","6","5","4","12"
"0","100","1152","1","anonymous","EN","1","2","3","5","5","2","1","5","3","3","2","3","5","3","6","6","5","5","5","5","3","2","2","3","2","5","4","4","2","3","6","4","7","6","6","2","5","5","7","1","6","2","2","4","2","2","6","1","2","5","2","2","3","2","1","2","5","6","7","3","6","6","7","7","1","2","3","3","1","2","2","7","4","6","2","5","5","1","2","2","2","2","1","1","2","1","37","2","6","6","6","12"
"0","100","783","1","anonymous","EN","1","2","6","2","6","2","6","6","2","1","1","2","6","6","1","6","6","6","7","6","2","2","6","6","2","6","1","6","1","6","6","4","6","6","6","4","2","6","2","5","1","2","6","2","2","2","6","1","6","6","2","2","6","2","2","7","7","6","6","6","6","4","6","6","6","1","2","6","1","1","1","1","2","6","6","6","5","1","5","1","1","5","1","1","1","3","40","2","6","2","2","1"
"0","100","374","1","anonymous","EN","1","6","5","2","6","2","5","6","2","2","2","6","6","2","4","6","6","7","5","5","3","2","6","2","3","5","2","6","2","6","6","4","5","7","6","2","4","5","5","4","4","1","6","4","2","2","5","1","3","5","3","2","5","2","2","7","5","6","7","2","5","6","5","6","4","4","3","7","2","1","5","5","2","4","7","6","5","4","4","2","4","4","2","4","1","2","33","2","6","2","10","12"
"0","100","454","1","anonymous","EN","1","3","5","1","5","1","2","3","1","2","1","5","6","1","5","7","5","6","6","3","3","2","5","2","5","6","1","6","2","5","7","4","5","6","6","3","6","5","7","5","5","1","5","4","1","2","7","5","1","5","1","3","4","2","1","4","6","7","7","3","6","7","4","6","5","3","3","6","3","2","3","6","1","2","6","4","5","4","4","2","1","5","2","1","2","2","53","1","6","5","4","9"
"0","100","375","1","anonymous","EN","1","3","3","2","6","2","2","3","2","2","2","4","6","4","3","6","5","5","5","5","2","2","6","5","4","5","2","4","2","4","6","4","6","6","5","3","5","6","5","4","6","2","4","6","2","2","6","2","2","4","2","2","5","2","4","6","6","7","6","3","4","6","4","5","4","3","2","6","2","2","4","4","2","4","6","2","4","3","4","2","1","5","2","2","3","1","31","1","6","5","12","10"
"0","100","552","1","anonymous","EN","1","6","4","4","5","1","3","4","3","2","3","4","5","3","1","7","5","5","3","5","3","3","7","4","5","4","4","5","4","6","5","4","7","4","7","4","3","5","4","7","3","5","5","5","3","3","6","4","3","7","3","1","4","2","1","4","5","5","6","4","7","5","3","7","7","3","3","5","3","2","3","5","3","3","6","5","5","1","5","2","1","5","2","5","5","5","67","1","6","5","5","11"
"0","100","586","1","anonymous","EN","1","4","4","4","6","4","2","1","4","4","1","1","5","6","5","4","4","4","4","4","4","6","4","6","4","4","1","3","1","4","4","4","5","2","4","3","4","4","7","4","2","2","4","4","4","2","3","4","3","4","1","3","1","2","5","6","3","4","5","2","4","3","3","6","1","6","5","5","1","3","5","7","4","7","4","4","5","1","4","1","2","5","1","1","5","1","48","2","1","5","6","1"
"0","100","504","1","anonymous","EN","1","4","4","4","5","3","5","6","6","3","6","3","4","5","5","6","6","3","5","6","5","6","5","4","6","5","2","6","4","5","4","4","6","4","4","3","5","5","5","5","6","5","3","4","5","5","6","6","6","7","5","6","6","2","5","6","6","6","2","7","5","5","4","5","6","6","6","6","3","5","5","5","6","4","5","4","3","4","4","4","2","4","5","4","5","4","38","2","1","5","11","2"
"0","100","557","1","anonymous","EN","1","5","6","4","4","2","5","4","2","2","1","5","6","4","4","5","6","6","5","5","5","4","4","4","4","5","2","4","2","7","5","4","5","6","5","4","4","5","5","4","6","2","5","6","4","5","7","3","4","5","4","2","6","2","2","4","5","6","6","4","5","5","5","6","4","5","2","5","4","1","6","5","3","7","5","4","2","3","4","3","3","4","4","4","2","4","61","2","6","2","1","1"
"0","100","522","1","anonymous","EN","1","2","5","1","5","2","5","6","2","2","2","6","6","2","5","6","6","6","6","5","5","1","4","5","4","3","2","5","3","5","6","4","6","7","6","5","7","5","5","3","6","2","5","6","2","2","6","2","2","5","3","1","5","2","1","4","6","5","7","3","7","6","2","6","4","3","4","6","2","2","3","4","2","6","6","5","5","2","5","2","1","4","4","2","5","2","22","2","6","5","8","5"
"0","100","313","1","anonymous","EN","1","3","2","1","6","1","7","6","1","3","2","2","7","2","2","7","6","7","6","4","6","1","6","2","2","6","1","6","5","6","6","4","7","7","6","5","6","6","6","6","3","1","2","6","3","1","6","6","4","6","6","2","1","2","2","5","7","6","6","5","7","6","3","6","6","2","1","7","5","1","6","6","5","3","6","6","1","1","5","2","2","5","1","2","3","3","36","2","2","3","9","1"
"0","100","444","1","anonymous","EN","1","7","6","6","3","6","1","3","5","5","5","6","4","7","7","3","4","2","2","2","2","7","5","6","2","2","4","3","3","2","2","4","2","2","4","2","3","5","7","2","3","5","2","4","7","5","3","6","2","2","3","6","3","2","1","2","2","3","6","1","2","2","7","1","1","7","7","2","3","6","6","6","4","7","5","3","5","1","4","1","1","5","1","1","4","1","40","5","6","4","3","4"
"0","100","575","1","anonymous","EN","1","3","4","2","4","3","2","4","4","3","3","5","5","6","5","5","5","5","4","5","2","4","5","4","3","4","3","4","3","3","4","4","4","5","5","3","5","5","6","3","5","3","4","5","5","4","5","3","2","3","2","2","4","2","4","5","3","5","5","3","4","4","5","5","4","5","3","5","3","3","4","6","4","2","4","4","5","1","4","2","2","5","1","2","4","1","51","1","6","5","11","9"
"0","100","1358","1","anonymous","EN","1","4","3","6","5","2","1","4","4","4","2","3","5","3","5","4","5","5","4","4","3","3","4","4","4","4","3","3","3","4","3","4","5","5","5","3","4","4","5","2","3","3","4","4","3","5","5","4","3","4","3","2","4","2","1","3","3","4","5","2","4","4","4","5","3","2","4","4","3","3","5","5","2","3","3","4","5","2","3","2","2","4","2","2","3","2","26","2","1","5","6","10"
"0","100","768","1","anonymous","EN","1","6","4","4","6","4","3","4","2","1","1","4","7","1","1","7","7","6","6","6","6","3","2","1","4","7","2","5","5","4","6","4","4","7","7","5","6","5","5","4","7","1","7","1","1","1","7","5","3","6","4","2","6","2","1","4","6","7","7","4","6","6","4","7","5","2","1","7","5","1","7","4","1","4","7","7","3","5","4","1","1","5","1","1","4","1","25","1","6","4","4","1"
"0","100","788","1","anonymous","EN","1","1","7","1","6","5","5","6","2","1","1","7","6","6","3","7","7","7","7","5","5","1","5","2","4","4","2","7","1","5","7","4","5","7","7","1","7","5","5","1","7","5","7","4","1","1","7","1","1","3","1","1","5","2","1","5","5","7","7","5","7","7","2","7","5","1","5","7","1","1","5","6","4","7","7","6","5","4","5","1","1","4","1","1","4","1","53","2","4","3","2","11"
"0","100","666","1","anonymous","EN","1","1","2","2","6","1","2","5","1","3","1","3","5","2","4","6","6","6","4","4","2","1","4","4","4","3","1","5","2","5","6","4","6","6","5","1","5","5","7","1","6","3","4","6","1","6","5","1","1","4","1","3","6","2","3","6","5","7","7","4","7","5","4","7","2","1","3","1","1","1","7","7","1","2","7","3","5","1","5","1","1","4","1","1","3","2","47","1","3","5","9","11"
"0","100","575","1","anonymous","EN","1","4","7","4","4","4","3","4","4","1","4","7","6","6","7","4","6","6","2","4","1","6","6","4","2","2","4","4","1","7","4","4","7","4","6","1","6","6","5","3","6","6","4","6","4","6","6","2","4","4","4","4","7","2","1","2","4","6","7","2","7","5","1","4","1","7","7","1","2","4","7","6","4","7","4","4","4","1","5","1","1","4","1","1","2","4","39","2","6","6","10","9"
"0","100","1699","1","anonymous","EN","1","1","1","1","7","1","7","7","1","1","1","2","7","1","1","7","6","7","7","7","6","1","6","1","6","7","1","7","4","7","7","4","7","7","7","7","6","6","4","6","5","1","4","1","1","1","6","1","4","7","4","1","7","2","1","7","7","7","7","4","7","7","1","7","6","3","1","7","2","1","1","5","2","1","7","6","5","1","5","1","2","5","3","2","2","2","32","2","3","5","3","1"
"0","100","446","1","anonymous","EN","1","6","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","3","4","6","6","6","4","4","4","4","4","4","4","4","5","5","6","4","4","5","7","4","4","4","4","4","4","5","5","5","4","4","4","4","4","2","4","3","4","6","7","4","5","4","7","5","4","7","5","3","4","5","4","7","4","4","4","4","3","3","3","2","3","3","3","4","2","3","25","7","7","5","6","2"
"0","100","709","1","anonymous","EN","1","2","1","4","5","1","4","4","1","3","1","5","5","1","2","5","5","6","5","4","2","2","5","1","5","4","1","5","2","2","6","4","5","6","6","1","4","5","5","2","4","1","7","4","1","1","5","1","3","4","1","1","4","2","1","5","5","6","6","1","5","5","5","6","4","1","2","6","1","1","4","5","2","1","6","4","4","2","4","1","1","4","1","1","2","1","42","2","2","4","3","1"
"0","100","477","1","anonymous","EN","1","2","2","2","5","2","4","5","2","2","1","3","6","2","5","6","6","6","6","5","4","2","6","2","4","4","2","6","2","6","6","4","7","7","6","3","5","6","5","3","4","2","6","2","1","1","6","2","5","5","5","2","5","2","2","6","6","6","6","6","6","6","4","7","5","4","3","6","2","1","1","4","2","5","7","6","5","1","4","1","2","5","2","1","5","1","29","2","7","5","5","1"
"0","100","1181","1","anonymous","EN","1","6","6","6","6","7","5","7","6","6","6","7","6","6","2","7","6","6","7","6","6","2","5","6","6","6","7","6","2","6","6","4","6","6","6","6","6","5","6","6","6","6","4","6","2","6","6","6","6","6","6","6","6","2","6","6","6","6","6","6","7","6","6","6","6","6","6","6","6","2","6","6","5","5","6","6","4","1","5","5","4","5","5","1","5","5","42","1","2","2","4","12"
"0","100","357","1","anonymous","EN","1","6","6","2","4","3","1","3","2","6","5","6","6","5","6","5","5","5","2","3","4","4","5","2","2","3","3","1","2","2","3","4","3","6","5","2","3","4","7","1","4","5","5","2","3","6","4","4","1","2","5","2","1","2","3","3","3","4","5","2","4","4","6","5","2","5","4","2","1","3","6","7","5","7","6","5","3","2","4","2","1","4","3","1","1","2","20","1","1","3","7","2"
"0","100","673","1","anonymous","EN","1","3","6","1","5","4","1","5","2","5","1","2","5","3","3","5","6","7","5","4","2","6","6","3","2","2","4","5","2","2","5","4","7","6","5","5","4","6","7","1","7","2","2","7","2","7","4","2","3","3","2","3","2","2","1","2","2","6","7","6","5","5","6","5","6","3","2","1","2","2","7","7","2","1","6","6","4","2","5","3","2","3","1","2","2","2","45","1","6","3","5","10"
